"Environment and Climate Change Canada"
"Monthly Values for April - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"TOBERMORY RCS","45.233","-81.633","ON","5.6","0",NA,"21.6","0","-3.7","0","",,NA,"142.2","0",NA,"0.0","11","",,NA,"371.8","0.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"5.0","0",NA,"117.8","0",NA,"0.0","13","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","12.1","0","3.3","28.0","0","-1.0","0","0.0","0","0.0","77.0","0","86.0","0.0","11","","",NA,"180.2","4.3","6130257"
"CHATHAM WPCP","42.390","-82.215","ON","10.9","28","2.4","18.5","28","5.0","28","0.0","28",NA,"0.0","28",NA,"","0","","",NA,"14.2","0.0","6131415"
"DELHI CS","42.867","-80.550","ON","9.7","0",NA,"27.6","0","-1.7","0","",,NA,"106.8","0",NA,"","11","",,NA,"248.4","0.1","6131983"
"FORT ERIE","42.883","-78.967","ON","9.8","9","3.2","30.0","9","-2.0","9","0.0","9",NA,"113.3","9",NA,"0.0","11","","",NA,"175.2","2.5","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","9.5","0",NA,"24.0","0","-0.5","0","3.2","0",NA,"180.1","0",NA,"0.0","14","","",NA,"257.3","1.3","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","11.3","1",NA,"26.2","1","-0.8","0","",,NA,"92.6","1",NA,"","8","",,NA,"195.1","0.0","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","11.0","5","3.1","23.0","5","1.0","5","0.0","5",NA,"220.3","5",NA,"0.0","11","","",NA,"174.4","0.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","8.8","2",NA,"23.1","2","-0.1","0","",,NA,"",,NA,"","","",,NA,"256.5","0.0","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","9.9","1","2.9","24.0","1","-2.0","1","2.0","1",NA,"70.0","1",NA,"0.0","12","","",NA,"235.7","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","10.2","5","3.3","29.0","5","-1.0","5","3.0","5",NA,"111.9","5",NA,"","10","","",NA,"196.3","2.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","8.9","1",NA,"21.2","1","1.1","0","",,NA,"148.4","1",NA,"","11","",,NA,"264.7","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","10.1","2",NA,"25.1","2","-3.4","0","",,NA,"54.5","2",NA,"","8","",,NA,"222.5","0.2","6137154"
"ST CATHARINES BROCK U","43.118","-79.248","ON","",,NA,"",,"",,"7.0","16",NA,"59.9","16",NA,"","5","","",NA,"","","6137290"
"ST THOMAS WPCP","42.768","-81.205","ON","10.5","14","3.0","26.0","8","-2.0","8","0.0","12",NA,"86.7","10",NA,"0.0","8","","",NA,"120.5","1.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","4",NA,"90.6","4",NA,"0.0","11","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","9.2","1",NA,"24.0","1","0.4","0","",,NA,"154.9","1",NA,"","11","",,NA,"256.2","0.5","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","9.3","0",NA,"28.2","0","-3.4","0","",,NA,"132.9","0",NA,"","10","",,NA,"261.8","0.5","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","12.3","0",NA,"29.0","0","0.5","0","1.0","0",NA,"97.8","0",NA,"0.0","10","","",NA,"177.1","6.1","6139520"
"WINDSOR A","42.276","-82.955","ON","11.4","0",NA,"27.9","0","-0.4","0","2.2","0",NA,"93.4","0",NA,"","12","",,NA,"200.5","1.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","8.8","0",NA,"25.8","0","-0.6","0","",,NA,"",,NA,"","","",,NA,"275.9","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","9.5","0",NA,"21.9","0","-1.0","0","",,NA,"",,NA,"","","",,NA,"255.0","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","9.2","1",NA,"26.8","1","-1.9","0","",,NA,"107.2","1",NA,"","8","",,NA,"256.4","0.0","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"6.2","0",NA,"141.8","0",NA,"0.0","13","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","7.8","2",NA,"25.6","2","-1.9","1","",,NA,"92.0","3",NA,"","13","",,NA,"286.3","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","8.3","0","2.7","25.5","0","-2.5","0","3.0","0","48.0","117.2","0","158.0","0.0","14","","",NA,"289.9","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","8.0","0",NA,"25.5","0","-2.5","0","0.0","0",NA,"119.8","0",NA,"0.0","13","","",NA,"299.9","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","8.1","0",NA,"26.0","0","-2.7","0","",,NA,"",,NA,"","","",,NA,"296.8","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","8.6","0",NA,"26.6","0","-2.8","0","",,NA,"145.3","0",NA,"","11","",,NA,"281.6","0.0","6144239"
"LONDON A","43.033","-81.151","ON","9.5","0",NA,"25.1","0","-0.7","0","",,NA,"",,NA,"","","",,NA,"255.8","0.0","6144473"
"LONDON INT'L AIRPORT","43.033","-81.151","ON","",,"","",,"",,"5.0","16",NA,"49.8","16",NA,"","6","","",NA,"","","6144475"
"LONDON CS","43.033","-81.150","ON","9.7","0",NA,"25.0","0","-0.9","0","",,NA,"113.0","0",NA,"","12","",,NA,"249.8","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","7.8","0",NA,"25.2","0","-2.7","0","",,NA,"118.7","0",NA,"","12","",,NA,"306.9","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","9.2","3","2.8","26.0","3","-1.5","3","5.0","3",NA,"110.6","3",NA,"","11","","",NA,"237.0","0.3","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","10.2","0",NA,"26.0","0","-2.0","0","3.0","0",NA,"110.0","0",NA,"0.0","15","","",NA,"237.1","4.3","6148122"
"WATERLOO WELLINGTON 2","43.450","-80.383","ON","",,NA,"",,"",,"9.0","16",NA,"81.2","16",NA,"","6","","",NA,"","","6149389"
"WOODSTOCK","43.136","-80.771","ON","9.2","18","2.4","27.0","18","-1.0","18","3.0","18",NA,"116.6","18",NA,"","9","","",NA,"106.4","0.5","6149625"
"BELLEVILLE","44.151","-77.395","ON","9.1","0","2.1","25.0","0","-2.0","0","1.2","0","18.0","144.4","0","191.0","0.0","12","","",NA,"266.6","1.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","8.9","0",NA,"22.0","0","0.8","0","",,NA,"",,NA,"","","",,NA,"272.1","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","8.5","2","2.1","27.0","2","-4.0","2","0.8","2",NA,"127.4","2",NA,"0.0","11","","",NA,"266.4","1.3","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","7.7","1",NA,"20.7","1","-1.3","0","",,NA,"110.4","1",NA,"","10","",,NA,"298.2","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","9.1","18","3.2","23.0","18","-1.0","18","0.0","18",NA,"61.0","18",NA,"","8","","",NA,"106.5","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","9.4","13","3.5","27.5","13","-3.0","13","2.0","13",NA,"117.0","13",NA,"","10","","",NA,"145.6","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","8.6","0",NA,"27.2","0","-1.6","0","13.2","0",NA,"137.8","0",NA,"","12","",,NA,"281.6","0.0","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","9.4","1",NA,"23.6","1","-1.1","0","",,NA,"154.9","1",NA,"","10","",,NA,"251.6","0.8","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","9.6","0",NA,"24.5","0","-0.5","0","0.0","0",NA,"122.2","0",NA,"0.0","11","","",NA,"251.6","0.3","6155750"
"OSHAWA","43.923","-78.883","ON","7.8","6",NA,"20.0","6","-3.3","6","",,NA,"80.1","6",NA,"","10","",,NA,"245.6","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","8.8","0","2.2","24.0","0","-3.0","0","0.0","0","0.0","113.0","0","156.0","0.0","14","","",NA,"275.7","0.0","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","6.2","1",NA,"16.3","1","-2.1","0","",,NA,"64.5","4",NA,"","9","",,NA,"341.6","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","7.8","1",NA,"24.8","1","-3.3","0","",,NA,"115.5","1",NA,"","13","",,NA,"296.7","0.0","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","10",NA,"61.8","10",NA,"0.0","8","","",NA,"","","6158052"
"TORONTO","43.667","-79.400","ON","",,"","",,"",,"0.0","3",NA,"95.3","3",NA,"","13","","",NA,"","","6158350"
"TORONTO CITY","43.667","-79.400","ON","9.5","1",NA,"25.4","1","0.1","0","",,NA,"106.7","1",NA,"","11","",,NA,"245.2","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","8.4","6",NA,"21.5","6","0.4","6","",,NA,"46.8","6",NA,"","7","",,NA,"229.5","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","8.7","0",NA,"24.8","0","-1.1","0","3.4","0",NA,"115.5","0",NA,"","12","",,NA,"278.2","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","9.4","0",NA,"25.7","0","-0.6","0","2.0","0",NA,"110.8","0",NA,"","12","",,NA,"257.5","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","8.5","0","1.9","25.9","0","-2.2","0","1.4","0","25.0","112.9","0","146.0","","11","",,NA,"286.1","0.3","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","7.9","2",NA,"25.6","0","-3.1","2","",,NA,"90.8","2",NA,"","12","",,NA,"283.9","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","9.5","0","2.7","26.5","0","-1.0","0","2.4","0","48.0","146.4","0","191.0","0.0","12","","",NA,"258.2","2.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","9.5","0",NA,"27.0","0","-2.0","0","3.2","0",NA,"119.2","0",NA,"0.0","13","","",NA,"255.5","0.3","615S001"
"COE HILL","44.923","-77.885","ON","6.6","1",NA,"24.5","1","-6.0","1","10.6","1",NA,"130.8","1",NA,"0.0","16","","",NA,"330.5","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","6.6","0","2.3","26.5","0","-6.5","0","13.6","0","70.0","144.6","0","191.0","0.0","13","","",NA,"343.2","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","7.7","3",NA,"25.6","3","-4.3","3","",,NA,"99.8","3",NA,"","12","",,NA,"279.4","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","7.8","0",NA,"25.3","0","-4.8","0","",,NA,"111.9","0",NA,"","11","",,NA,"305.5","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"12.2","0",NA,"120.0","0",NA,"0.0","12","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"11.2","0",NA,"116.7","0",NA,"0.0","11","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","6.0","0",NA,"27.2","0","-6.1","0","",,NA,"109.3","0",NA,"","13","",,NA,"360.4","0.0","616I001"
