"Environment and Climate Change Canada"
"Monthly Values for December - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","-3.2","1",NA,"12.0","1","-18.7","0","",,NA,"",,NA,"","","",,NA,"635.8","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","0.0","9",NA,"11.5","9","-12.7","9","",,NA,"",,NA,"","","",,NA,"396.7","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","-5.9","0",NA,"11.1","0","-25.3","0","",,NA,"37.8","0",NA,"","10","",,NA,"740.5","0.0","6140942"
"ELORA RCS","43.650","-80.417","ON","-7.2","0",NA,"10.5","0","-27.7","0","",,NA,"55.6","0",NA,"17.0","18","",,NA,"781.2","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","-6.8","1","-2.9","10.0","1","-28.5","1","46.4","1",NA,"54.6","1",NA,"14.0","16","","",NA,"743.5","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","-6.4","0",NA,"10.0","0","-26.0","0","49.8","0",NA,"58.2","0",NA,"15.0","14","","",NA,"757.6","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","-6.8","0",NA,"10.5","0","-28.7","0","",,NA,"",,NA,"","","",,NA,"768.5","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","-6.4","0",NA,"10.9","0","-28.2","0","",,NA,"21.2","0",NA,"","5","",,NA,"755.7","0.0","6144239"
"LONDON A","43.033","-81.151","ON","-5.5","0",NA,"10.8","0","-25.7","0","",,NA,"",,NA,"","","",,NA,"730.0","0.0","6144473"
"LONDON CS","43.033","-81.150","ON","-5.2","0",NA,"10.9","0","-24.5","0","",,NA,"63.5","0",NA,"17.0","14","",,NA,"718.5","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","-7.0","0",NA,"10.9","0","-26.5","0","",,NA,"17.6","0",NA,"18.0","3","",,NA,"775.1","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","-6.7","8","-3.2","6.5","8","-25.0","8","27.0","8",NA,"27.0","8",NA,"20.0","8","","",NA,"568.0","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","-5.2","0",NA,"12.0","0","-23.0","0","72.0","0",NA,"82.2","0",NA,"29.0","19","","",NA,"719.3","0.0","6148122"
"WOODSTOCK","43.136","-80.771","ON","-4.7","18","-2.1","12.0","18","-23.0","18","11.0","18",NA,"26.0","18",NA,"","6","","",NA,"294.8","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","-6.4","0","-3.8","10.0","0","-27.0","0","31.0","0","90.0","43.2","0","55.0","19.0","7","","",NA,"754.9","0.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","-2.9","0",NA,"12.2","0","-18.7","0","",,NA,"",,NA,"","","",,NA,"649.2","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","-7.5","0","-3.4","10.0","0","-31.0","0","41.4","0","130.0","60.6","0","77.0","23.0","11","","",NA,"789.8","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","-5.9","1",NA,"8.9","1","-24.3","0","",,NA,"42.2","1",NA,"5.0","8","",,NA,"716.1","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","-4.5","15","-2.5","10.0","15","-26.0","15","31.0","15",NA,"51.5","15",NA,"0.0","7","","",NA,"360.5","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","-3.7","15","-0.8","11.5","15","-28.0","15","24.0","15",NA,"36.0","15",NA,"","7","","",NA,"347.4","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","-6.0","2",NA,"10.3","1","-25.5","1","58.4","0",NA,"58.9","0",NA,"23.0","13","",,NA,"694.7","0.0","6153193"
"OAKVILLE TWN","43.513","-79.690","ON","-4.3","0",NA,"11.5","0","-25.0","0","43.8","0",NA,"54.4","0",NA,"21.0","9","","",NA,"692.2","0.0","6155750"
"OSHAWA","43.923","-78.883","ON","-6.2","4",NA,"10.3","4","-27.1","4","",,NA,"26.9","4",NA,"","8","",,NA,"654.7","0.0","6155875"
"POINT PETRE (AUT)","43.833","-77.150","ON","-4.5","0",NA,"10.5","0","-23.7","0","",,NA,"127.8","0",NA,"27.0","21","",,NA,"698.6","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","-7.7","0",NA,"10.3","0","-25.6","0","",,NA,"72.5","0",NA,"18.0","15","",,NA,"795.6","0.0","6157000"
"TORONTO CITY","43.667","-79.400","ON","-3.9","0",NA,"10.8","0","-20.2","0","",,NA,"37.3","0",NA,"11.0","11","",,NA,"679.1","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","-3.9","6",NA,"9.6","6","-19.6","6","",,NA,"15.9","6",NA,"","6","",,NA,"547.4","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","-5.5","1",NA,"11.0","1","-24.1","0","45.2","0",NA,"46.9","0",NA,"10.0","11","",,NA,"704.4","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","-5.2","0",NA,"11.6","0","-22.6","0","39.1","0",NA,"40.4","0",NA,"12.0","11","",,NA,"718.5","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","-7.3","0","-4.0","10.8","0","-28.8","0","48.1","0","132.0","59.8","0","76.0","17.0","9","",,NA,"784.5","0.0","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","-7.6","0",NA,"9.8","0","-27.6","0","",,NA,"33.7","0",NA,"4.0","10","",,NA,"794.9","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","-6.0","0","-3.4","11.0","0","-26.0","0","65.2","0","192.0","90.0","0","110.0","24.0","12","","",NA,"743.9","0.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","-4.9","0",NA,"11.5","0","-25.5","0","43.8","0",NA,"37.0","0",NA,"14.0","7","","",NA,"708.4","0.0","615S001"
"COE HILL","44.923","-77.885","ON","-11.5","5",NA,"7.0","5","-31.0","5","50.8","5",NA,"64.4","5",NA,"30.0","14","","",NA,"765.8","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","-10.0","1","-3.6","11.5","1","-35.0","1","68.2","1",NA,"83.2","1",NA,"33.0","16","","",NA,"841.4","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","-9.1","2",NA,"10.6","2","-31.8","2","",,NA,"18.3","2",NA,"","2","",,NA,"784.9","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","-8.9","1",NA,"10.6","1","-31.0","0","",,NA,"48.5","1",NA,"23.0","12","",,NA,"807.4","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"48.0","1",NA,"52.0","1",NA,"20.0","12","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"60.6","0",NA,"70.8","0",NA,"24.0","13","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","-10.8","0",NA,"8.7","0","-34.2","0","",,NA,"60.8","0",NA,"26.0","13","",,NA,"894.1","0.0","616I001"
