"Environment and Climate Change Canada"
"Monthly Values for May - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"KINGSVILLE MOE","42.043","-82.674","ON","14.4","13","0.0","25.0","13","4.0","13","0.0","13",NA,"62.4","13",NA,"0.0","8","","",NA,"70.1","6.0","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","11.5","4",NA,"26.5","3","3.4","2","",,NA,"",,NA,"","","",,NA,"177.7","2.5","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","13.2","5","0.1","28.0","5","4.0","5","0.0","5",NA,"138.0","5",NA,"0.0","12","","",NA,"131.0","7.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","13.5","3","0.3","27.0","3","1.0","3","0.0","3",NA,"112.4","3",NA,"0.0","9","","",NA,"132.2","7.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","12.2","0",NA,"26.3","0","4.4","0","",,NA,"136.2","0",NA,"","8","",,NA,"181.8","2.8","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","12.6","0",NA,"28.8","0","-1.7","0","",,NA,"144.8","0",NA,"","11","",,NA,"177.9","10.1","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","12.7","2","-1.0","28.5","1","-1.5","1","0.0","2",NA,"130.0","2",NA,"0.0","14","","",NA,"161.0","7.4","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","2",NA,"137.9","2",NA,"0.0","14","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","12.5","1",NA,"29.3","0","0.7","1","",,NA,"127.1","1",NA,"","9","",,NA,"171.8","8.2","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","12.8","0",NA,"28.0","0","-0.9","0","",,NA,"137.1","0",NA,"","9","",,NA,"168.3","6.5","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","14.9","0",NA,"32.0","0","0.5","0","0.0","0",NA,"117.5","0",NA,"0.0","13","","",NA,"124.4","28.5","6139520"
"WINDSOR A","42.276","-82.955","ON","14.2","1",NA,"31.2","1","1.2","0","0.0","0",NA,"100.4","0",NA,"","12","",,NA,"132.3","17.9","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","11.7","4",NA,"24.3","3","2.1","2","",,NA,"",,NA,"","","",,NA,"171.3","0.6","613F606"
"POINT PELEE CS","41.949","-82.519","ON","12.3","4",NA,"28.3","3","-1.7","2","",,NA,"",,NA,"","","",,NA,"160.7","6.1","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","12.0","0",NA,"29.6","0","-1.6","0","",,NA,"109.6","0",NA,"","11","",,NA,"191.7","7.1","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"0.0","0",NA,"133.8","0",NA,"0.0","15","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","10.0","4",NA,"27.8","3","-1.7","3","",,NA,"120.5","5",NA,"","13","",,NA,"214.8","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","11.2","0","-1.0","28.0","0","-1.5","0","0.0","0","0.0","135.8","0","156.0","0.0","11","","",NA,"216.1","6.6","6142400"
"FERGUS MOE","43.702","-80.379","ON","10.9","0",NA,"28.5","0","-2.0","0","0.0","0",NA,"137.6","0",NA,"0.0","12","","",NA,"225.5","6.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","10.1","4",NA,"27.9","3","-2.0","2","",,NA,"",,NA,"","","",,NA,"212.1","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","11.2","0",NA,"28.3","0","-1.9","0","",,NA,"108.5","1",NA,"","12","",,NA,"214.4","2.7","6144239"
"LONDON A","43.033","-81.151","ON","12.0","0",NA,"28.6","0","-1.7","0","",,NA,"",,NA,"","","",,NA,"194.6","7.3","6144473"
"LONDON CS","43.033","-81.150","ON","12.1","1",NA,"28.9","1","-1.2","0","",,NA,"133.4","1",NA,"","13","",,NA,"185.7","8.7","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","10.6","1",NA,"27.8","1","-1.4","0","",,NA,"120.4","1",NA,"","12","",,NA,"225.8","2.8","6145504"
"ROSEVILLE","43.354","-80.474","ON","12.9","8","0.2","30.0","8","-1.5","8","0.0","8",NA,"54.5","8",NA,"0.0","7","","",NA,"122.6","5.3","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","12.5","2",NA,"30.0","2","-2.5","2","0.0","2",NA,"142.0","2",NA,"0.0","13","","",NA,"172.1","12.3","6148122"
"WOODSTOCK","43.136","-80.771","ON","12.9","18","-0.2","29.0","18","-2.0","18","0.0","18",NA,"92.4","18",NA,"","8","","",NA,"74.7","8.3","6149625"
"BELLEVILLE","44.151","-77.395","ON","13.2","0","-0.5","27.0","0","1.0","0","0.0","0","0.0","201.7","0","248.0","0.0","14","","",NA,"155.6","6.4","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","11.8","0",NA,"29.0","0","3.7","0","",,NA,"",,NA,"","","",,NA,"200.5","7.8","6151061"
"CENTREVILLE","44.403","-76.908","ON","12.3","0","-0.8","28.5","0","-0.5","0","0.0","0","0.0","183.2","0","212.0","0.0","15","","",NA,"182.0","6.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","10.7","0",NA,"21.7","0","0.4","0","",,NA,"194.1","0",NA,"","13","",,NA,"226.1","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","11.9","14","0.3","23.0","14","0.0","14","0.0","14",NA,"85.8","14",NA,"0.0","7","","",NA,"103.5","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","10.7","16","-1.6","26.5","16","-1.0","16","0.0","16",NA,"99.1","16",NA,"0.0","7","","",NA,"111.6","1.8","6152695"
"HAMILTON A","43.174","-79.935","ON","11.8","0",NA,"28.7","0","-0.7","0","0.0","0",NA,"151.4","0",NA,"","11","",,NA,"200.3","6.7","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","11.7","2",NA,"29.9","2","0.1","0","",,NA,"150.7","2",NA,"","10","",,NA,"189.3","6.1","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","12.8","0",NA,"31.0","0","1.0","0","0.0","0",NA,"140.5","0",NA,"0.0","12","","",NA,"172.9","12.8","6155750"
"OSHAWA","43.923","-78.883","ON","11.7","0",NA,"27.8","0","-1.3","0","",,NA,"159.5","0",NA,"","13","",,NA,"197.9","3.4","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","11.7","0","-0.6","25.0","0","-1.0","0","0.0","0",NA,"167.1","0","212.0","0.0","12","","",NA,"196.3","1.5","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","10.2","1",NA,"21.3","1","-0.8","0","",,NA,"116.8","3",NA,"","8","",,NA,"232.6","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","10.6","0",NA,"27.5","0","-0.4","0","",,NA,"131.8","0",NA,"","12","",,NA,"232.7","2.7","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","3",NA,"178.2","3",NA,"0.0","14","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","12.2","4",NA,"29.9","3","3.0","2","",,NA,"157.3","4",NA,"","7","",,NA,"158.2","2.3","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","12.0","10",NA,"25.9","10","3.9","10","",,NA,"128.1","10",NA,"","7","",,NA,"129.0","2.4","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","12.1","0",NA,"30.4","0","0.9","0","0.0","0",NA,"161.1","0",NA,"","13","",,NA,"191.2","8.2","6158410"
"TORONTO INTL A","43.677","-79.631","ON","12.6","0",NA,"30.1","0","2.0","0","0.0","0",NA,"142.6","0",NA,"","13","",,NA,"177.0","9.0","6158731"
"TRENTON A","44.117","-77.533","ON","12.3","0","-0.4","27.3","0","0.0","0","0.0","0","0.0","247.0","0","311.0","","13","",,NA,"180.2","4.7","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","11.0","0",NA,"29.2","0","-2.3","0","",,NA,"129.2","0",NA,"","12","",,NA,"223.5","6.6","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","12.9","1","-0.2","28.5","1","0.5","1","0.0","1",NA,"156.4","1",NA,"0.0","11","","",NA,"158.4","6.3","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","12.6","0",NA,"30.5","0","1.0","0","0.0","0",NA,"143.5","0",NA,"0.0","11","","",NA,"178.6","10.1","615S001"
"COE HILL","44.923","-77.885","ON","10.1","2",NA,"29.5","2","-2.5","2","0.0","2",NA,"190.8","2",NA,"0.0","19","","",NA,"234.2","5.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","10.9","0","-0.3","28.0","0","-4.5","0","1.0","0","41.0","190.6","0","204.0","0.0","17","","",NA,"226.5","5.6","6163171"
"PETERBOROUGH","44.230","-78.363","ON","12.1","9",NA,"28.8","9","-1.7","9","",,NA,"182.2","9",NA,"","10","",,NA,"134.2","3.4","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","11.4","0",NA,"28.9","0","-1.9","0","",,NA,"170.1","0",NA,"","12","",,NA,"209.2","3.7","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"1.8","0",NA,"133.8","0",NA,"0.0","13","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"232.3","0",NA,"0.0","15","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","10.5","1",NA,"29.6","1","-2.9","0","",,NA,"166.5","1",NA,"","15","",,NA,"229.7","5.1","616I001"
