"Environment and Climate Change Canada"
"Monthly Values for June - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"EGBERT CS","44.233","-79.783","ON","17.2","0",NA,"30.2","0","5.1","0","",,NA,"131.9","0",NA,"","16","",,NA,"63.2","38.1","611E001"
"COVE ISLAND (AUT)","45.333","-81.733","ON","15.1","3",NA,"22.6","3","7.1","1","",,NA,"",,NA,"","","",,NA,"78.8","0.6","61219J2"
"GODERICH","43.767","-81.717","ON","18.1","2",NA,"28.7","2","6.4","0","",,NA,"192.0","3",NA,"","13","",,NA,"44.2","46.0","6122847"
"KINCARDINE","44.173","-81.623","ON","17.8","7",NA,"28.5","7","8.0","7","0.0","7",NA,"129.6","7",NA,"","12","","",NA,"31.2","26.9","6124127"
"SARNIA","42.999","-82.309","ON","20.1","7",NA,"33.1","7","8.5","6","",,NA,"35.8","7",NA,"","7","",,NA,"20.9","68.1","6127510"
"SARNIA CLIMATE","43.000","-82.300","ON","19.9","0",NA,"33.2","0","7.7","0","",,NA,"61.9","0",NA,"","9","",,NA,"25.6","81.5","6127519"
"TOBERMORY RCS","45.233","-81.633","ON","15.4","0",NA,"23.5","0","6.3","0","",,NA,"69.4","1",NA,"","10","",,NA,"79.6","3.0","6128330"
"WROXETER","43.863","-81.152","ON","",,NA,"",,"",,"0.0","0",NA,"171.8","0",NA,"0.0","13","","",NA,"","","6129660"
"AMHERSTBURG","42.103","-83.094","ON","21.9","0","1.1","34.0","0","8.5","0","0.0","0",NA,"70.4","0","88.0","0.0","9","","",NA,"5.4","122.4","6130257"
"DELHI CS","42.867","-80.550","ON","19.6","3",NA,"31.1","2","7.6","1","",,NA,"83.9","4",NA,"","11","",,NA,"21.1","63.2","6131983"
"FORT ERIE","42.883","-78.967","ON","19.2","6","1.1","32.0","6","5.0","6","0.0","6",NA,"45.6","6",NA,"0.0","11","","",NA,"22.1","51.9","6132470"
"GRIMSBY MOUNTAIN","43.184","-79.558","ON","19.8","0",NA,"32.0","0","8.5","0","0.0","0",NA,"124.8","0",NA,"0.0","16","","",NA,"21.2","74.4","6133055"
"HARROW CDA AUTO","42.033","-82.900","ON","20.8","0",NA,"33.6","0","9.2","0","",,NA,"100.0","0",NA,"","8","",,NA,"13.3","95.9","6133362"
"KINGSVILLE MOE","42.043","-82.674","ON","20.9","2","0.9","33.0","2","11.0","2","0.0","2",NA,"86.5","2",NA,"0.0","10","","",NA,"11.0","90.9","6134190"
"LONG POINT (AUT)","42.567","-80.050","ON","18.7","2",NA,"28.0","2","11.6","1","",,NA,"",,NA,"","","",,NA,"23.7","43.1","6134F10"
"NEW GLASGOW","42.514","-81.636","ON","19.2","0","0.7","30.0","0","9.0","0","0.0","0",NA,"70.5","0","80.0","0.0","12","","",NA,"28.5","65.5","6135583"
"PORT COLBORNE","42.883","-79.250","ON","20.1","7","1.3","31.0","7","9.5","7","0.0","7",NA,"52.4","7",NA,"0.0","10","","",NA,"10.8","58.6","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","19.2","0",NA,"30.3","0","10.9","0","",,NA,"77.4","0",NA,"","11","",,NA,"27.0","62.8","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","19.7","0",NA,"31.6","0","6.8","0","",,NA,"44.7","0",NA,"","7","",,NA,"28.0","78.4","6137154"
"ST THOMAS WPCP","42.768","-81.205","ON","19.5","7","0.7","31.0","4","7.5","4","0.0","5",NA,"82.1","4",NA,"0.0","14","","",NA,"16.8","51.6","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"0.0","0",NA,"113.0","0",NA,"0.0","14","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","19.2","0",NA,"31.2","0","8.7","0","",,NA,"101.4","0",NA,"","12","",,NA,"31.0","68.4","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","19.0","0",NA,"30.8","0","5.8","0","",,NA,"63.8","0",NA,"","8","",,NA,"32.6","62.2","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","22.2","0",NA,"35.0","0","9.5","0","0.0","0",NA,"49.2","0",NA,"0.0","8","","",NA,"2.9","128.1","6139520"
"WINDSOR A","42.276","-82.955","ON","21.1","0",NA,"34.3","0","8.9","0","0.0","0",NA,"48.8","0",NA,"","6","",,NA,"9.2","102.5","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","18.3","1",NA,"26.9","1","10.3","1","",,NA,"",,NA,"","","",,NA,"29.5","38.7","613F606"
"POINT PELEE CS","41.949","-82.519","ON","20.6","1",NA,"32.3","1","7.5","1","",,NA,"",,NA,"","","",,NA,"14.8","89.6","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","19.1","0",NA,"31.7","0","7.1","0","",,NA,"73.0","0",NA,"","13","",,NA,"28.3","60.4","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"0.0","0",NA,"104.9","0",NA,"0.0","15","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","17.4","1",NA,"30.4","1","5.5","1","",,NA,"117.8","1",NA,"","16","",,NA,"51.0","32.8","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","17.8","0","0.3","30.0","0","5.0","0","0.0","0",NA,"175.8","0","210.0","0.0","15","","",NA,"45.7","38.8","6142400"
"FERGUS MOE","43.702","-80.379","ON","17.9","4",NA,"30.5","2","5.5","2","0.0","2",NA,"149.5","2",NA,"0.0","16","","",NA,"39.5","37.4","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","17.4","1",NA,"30.7","1","5.0","1","",,NA,"",,NA,"","","",,NA,"52.4","34.6","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","17.9","0",NA,"31.4","0","5.2","0","",,NA,"80.1","2",NA,"","11","",,NA,"45.2","43.0","6144239"
"LONDON A","43.033","-81.151","ON","18.7","0",NA,"30.8","0","6.4","0","",,NA,"",,NA,"","","",,NA,"37.4","59.6","6144473"
"LONDON CS","43.033","-81.150","ON","19.3","0",NA,"31.8","0","7.3","0","",,NA,"67.6","0",NA,"","11","",,NA,"28.7","66.7","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","17.2","0",NA,"28.6","0","5.4","0","",,NA,"245.1","0",NA,"","16","",,NA,"57.1","33.2","6145504"
"ROSEVILLE","43.354","-80.474","ON","18.6","1","0.5","30.0","1","7.0","1","0.0","1",NA,"80.8","1",NA,"0.0","15","","",NA,"28.7","47.5","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","19.6","0",NA,"33.0","0","7.0","0","0.0","0",NA,"88.6","0",NA,"0.0","14","","",NA,"29.9","79.0","6148122"
"WOODSTOCK","43.136","-80.771","ON","18.7","14","0.2","32.0","14","7.0","14","0.0","14",NA,"47.9","14",NA,"0.0","7","","",NA,"20.2","32.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","18.9","0","-0.1","29.0","0","7.0","0","0.0","0",NA,"125.9","0","169.0","0.0","11","","",NA,"29.6","55.4","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","19.3","0",NA,"30.8","0","10.4","0","",,NA,"",,NA,"","","",,NA,"29.3","68.4","6151061"
"CENTREVILLE","44.403","-76.908","ON","17.6","3","-0.6","30.5","3","4.5","3","0.0","3",NA,"122.8","3",NA,"0.0","13","","",NA,"48.7","38.7","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","15.7","1",NA,"25.4","1","5.7","0","",,NA,"182.6","4",NA,"","10","",,NA,"73.8","8.5","6151684"
"COBOURG STP","43.967","-78.183","ON","16.3","15","-0.6","27.0","15","8.0","15","0.0","15",NA,"290.5","15",NA,"","10","","",NA,"34.0","8.8","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","17.5","10","0.1","31.5","10","5.0","10","0.0","10",NA,"36.5","10",NA,"0.0","8","","",NA,"31.4","21.5","6152695"
"HAMILTON A","43.174","-79.935","ON","18.6","0",NA,"30.6","0","6.9","0","0.0","0",NA,"88.6","0",NA,"","13","",,NA,"33.1","50.6","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","19.2","0",NA,"31.8","0","7.1","0","",,NA,"111.2","0",NA,"","12","",,NA,"27.0","63.7","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","19.8","0",NA,"33.0","0","9.0","0","0.0","0",NA,"77.0","0",NA,"0.0","14","","",NA,"21.9","76.0","6155750"
"OSHAWA","43.923","-78.883","ON","17.7","5",NA,"29.0","5","3.8","4","",,NA,"153.1","5",NA,"","15","",,NA,"41.1","33.9","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","17.6","0","0.0","26.0","0","6.0","0","0.0","0",NA,"167.2","0","226.0","0.0","19","","",NA,"42.6","29.3","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","15.3","2",NA,"23.9","2","7.2","1","",,NA,"156.8","4",NA,"","9","",,NA,"79.7","5.2","6156559"
"MONO CENTRE","44.032","-80.024","ON","16.8","1",NA,"29.0","1","5.6","0","",,NA,"190.0","2",NA,"","15","",,NA,"65.2","29.8","6157000"
"STIRLING","44.293","-77.555","ON","",,NA,"",,"",,"0.0","5",NA,"114.8","5",NA,"","13","","",NA,"","","6158052"
"TORONTO CITY","43.667","-79.400","ON","19.4","1",NA,"30.4","1","9.6","1","",,NA,"81.7","1",NA,"","12","",,NA,"20.4","61.4","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","17.7","8",NA,"24.8","8","9.6","8","",,NA,"76.8","8",NA,"","9","",,NA,"24.7","18.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","18.6","0",NA,"31.8","0","7.5","0","0.0","0",NA,"134.3","0",NA,"","14","",,NA,"37.8","55.6","6158410"
"TORONTO INTL A","43.677","-79.631","ON","19.4","0",NA,"33.1","0","8.3","0","0.0","0",NA,"97.2","0",NA,"","14","",,NA,"26.7","68.2","6158731"
"TRENTON A","44.117","-77.533","ON","17.7","0","-0.3","30.2","0","5.6","0","0.0","0",NA,"136.0","0","174.0","","12","",,NA,"52.8","44.5","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","17.0","1",NA,"30.2","1","3.6","0","",,NA,"127.7","2",NA,"","12","",,NA,"66.5","36.8","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","18.4","1","-0.1","30.0","1","7.0","1","0.0","1",NA,"142.0","1",NA,"0.0","11","","",NA,"40.0","51.8","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","19.1","0",NA,"33.5","0","7.0","0","0.0","0",NA,"150.6","0",NA,"0.0","16","","",NA,"27.7","60.5","615S001"
"COE HILL","44.923","-77.885","ON","16.5","4",NA,"30.0","4","2.0","4","0.0","4",NA,"124.6","4",NA,"0.0","17","","",NA,"62.1","23.6","6161740"
"HALIBURTON 3","45.032","-78.531","ON","16.5","0","0.0","30.0","0","2.0","0","0.0","0",NA,"168.6","0","208.0","0.0","16","","",NA,"76.2","30.4","6163171"
"PETERBOROUGH","44.230","-78.363","ON","16.9","8",NA,"29.9","8","4.4","8","",,NA,"97.9","8",NA,"","14","",,NA,"49.0","25.4","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","16.3","4",NA,"30.5","3","3.1","1","",,NA,"87.4","6",NA,"","11","",,NA,"63.7","18.7","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"0.0","0",NA,"146.6","0",NA,"0.0","16","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"0.0","0",NA,"153.7","0",NA,"0.0","20","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","15.6","0",NA,"30.0","0","1.5","0","",,NA,"122.0","0",NA,"","13","",,NA,"96.2","25.5","616I001"
