"Environment and Climate Change Canada"
"Monthly Values for March - 2017"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"NEW GLASGOW","42.514","-81.636","ON","0.9","1","0.0","21.0","1","-11.0","1","15.0","1",NA,"82.0","1",NA,"0.0","11","","",NA,"513.0","0.0","6135583"
"PORT COLBORNE","42.883","-79.250","ON","1.7","6","0.9","16.0","6","-11.0","6","9.4","6",NA,"90.3","6",NA,"0.0","12","","",NA,"407.5","0.0","6136606"
"PORT WELLER (AUT)","43.250","-79.217","ON","1.0","0",NA,"14.4","0","-9.6","0","",,NA,"71.0","0",NA,"","10","",,NA,"528.4","0.0","6136699"
"RIDGETOWN RCS","42.450","-81.883","ON","0.6","1",NA,"21.1","0","-10.9","1","",,NA,"90.2","1",NA,"","11","",,NA,"523.1","0.0","6137154"
"ST CATHARINES BROCK U","43.118","-79.248","ON","",,NA,"",,"",,"43.2","0",NA,"92.1","0",NA,"0.0","13","","",NA,"","","6137290"
"ST THOMAS WPCP","42.768","-81.205","ON","1.4","10","0.5","20.5","5","-10.0","5","0.0","6",NA,"94.1","6",NA,"0.0","6","","",NA,"347.6","0.0","6137362"
"TILLSONBURG WWTP","42.855","-80.722","ON","",,NA,"",,"",,"11.0","3",NA,"98.8","3",NA,"0.0","11","","",NA,"","","6138270"
"VINELAND STATION RCS","43.183","-79.400","ON","0.7","0",NA,"18.7","0","-10.2","0","",,NA,"81.3","0",NA,"3.0","9","",,NA,"535.4","0.0","6139148"
"WELLAND-PELHAM","42.967","-79.333","ON","0.1","0",NA,"16.6","0","-14.0","0","",,NA,"109.4","0",NA,"2.0","13","",,NA,"555.3","0.0","6139449"
"WINDSOR RIVERSIDE","42.333","-82.933","ON","2.8","0",NA,"24.5","0","-10.5","0","17.8","0",NA,"91.0","0",NA,"0.0","13","","",NA,"469.7","0.0","6139520"
"WINDSOR A","42.276","-82.955","ON","1.6","0",NA,"23.1","0","-9.9","0","21.7","0",NA,"104.6","0",NA,"","12","",,NA,"507.3","0.0","6139527"
"PORT COLBORNE (AUT)","42.867","-79.250","ON","-0.2","1",NA,"13.1","0","-10.8","1","",,NA,"",,NA,"","","",,NA,"544.5","0.0","613F606"
"POINT PELEE CS","41.949","-82.519","ON","0.8","1",NA,"14.9","0","-11.6","1","",,NA,"",,NA,"","","",,NA,"516.4","0.0","613P001"
"BRANTFORD AIRPORT","43.138","-80.331","ON","-0.6","0",NA,"18.0","0","-12.2","0","",,NA,"94.0","0",NA,"0.0","11","",,NA,"576.2","0.0","6140942"
"DORCHESTER","43.002","-81.033","ON","",,NA,"",,"",,"27.8","0",NA,"112.1","0",NA,"0.0","15","","",NA,"","","6142066"
"ELORA RCS","43.650","-80.417","ON","-2.8","3",NA,"13.8","1","-16.4","3","",,NA,"94.1","3",NA,"0.0","20","",,NA,"582.9","0.0","6142286"
"FERGUS SHAND DAM","43.735","-80.330","ON","-2.0","0","-0.1","13.0","0","-16.0","0","12.4","0","54.0","60.6","0","102.0","0.0","15","","",NA,"620.0","0.0","6142400"
"FERGUS MOE","43.702","-80.379","ON","-1.9","0",NA,"13.5","0","-15.0","0","13.8","0",NA,"76.4","0",NA,"0.0","14","","",NA,"617.1","0.0","6142402"
"GUELPH TURFGRASS","43.550","-80.217","ON","-2.0","1",NA,"15.4","0","-17.8","1","",,NA,"",,NA,"","","",,NA,"600.5","0.0","6143089"
"KITCHENER/WATERLOO","43.461","-80.379","ON","-1.3","0",NA,"17.6","0","-16.1","0","",,NA,"63.7","0",NA,"","10","",,NA,"597.6","0.0","6144239"
"LONDON A","43.033","-81.151","ON","-0.3","0",NA,"19.5","0","-11.7","0","",,NA,"",,NA,"","","",,NA,"568.4","0.0","6144473"
"LONDON INT'L AIRPORT","43.033","-81.151","ON","",,"","",,"",,"26.0","0","88.0","78.5","0","110.0","0.0","14","","",NA,"","","6144475"
"LONDON CS","43.033","-81.150","ON","0.2","1",NA,"19.8","1","-11.4","0","",,NA,"85.7","1",NA,"0.0","12","",,NA,"535.3","0.0","6144478"
"MOUNT FOREST (AUT)","43.983","-80.750","ON","-3.0","0",NA,"11.8","0","-18.1","0","",,NA,"56.8","0",NA,"","12","",,NA,"649.8","0.0","6145504"
"ROSEVILLE","43.354","-80.474","ON","-0.5","2","0.5","17.5","2","-13.0","2","15.0","2",NA,"71.1","2",NA,"0.0","12","","",NA,"535.5","0.0","6147188"
"STRATHROY-MULLIFARRY","42.981","-81.643","ON","0.6","0",NA,"20.0","0","-12.0","0","5.0","0",NA,"69.0","0",NA,"0.0","12","","",NA,"540.7","0.0","6148122"
"WATERLOO WELLINGTON 2","43.450","-80.383","ON","",,NA,"",,"",,"17.2","0",NA,"79.4","0",NA,"0.0","15","","",NA,"","","6149389"
"WOODSTOCK","43.136","-80.771","ON","0.8","14","1.0","19.0","14","-12.0","14","8.0","14",NA,"47.8","14",NA,"0.0","10","","",NA,"292.9","0.0","6149625"
"BELLEVILLE","44.151","-77.395","ON","-1.5","0","-1.1","14.0","0","-16.5","0","15.6","0","71.0","65.8","0","106.0","0.0","10","","",NA,"605.6","0.0","6150689"
"BURLINGTON PIERS (AUT)","43.300","-79.800","ON","0.5","0",NA,"15.1","0","-11.1","0","",,NA,"",,NA,"","","",,NA,"541.2","0.0","6151061"
"CENTREVILLE","44.403","-76.908","ON","-2.9","0","-1.5","13.0","0","-20.0","0","18.8","0","73.0","70.6","0","107.0","1.0","14","","",NA,"649.3","0.0","6151309"
"COBOURG (AUT)","43.950","-78.167","ON","-1.5","0",NA,"11.0","0","-14.5","0","",,NA,"84.5","0",NA,"0.0","10","",,NA,"606.0","0.0","6151684"
"COBOURG STP","43.967","-78.183","ON","-0.4","11","0.1","12.0","11","-15.0","11","0.0","11",NA,"29.8","11",NA,"","6","","",NA,"367.7","0.0","6151689"
"GEORGETOWN WWTP","43.640","-79.879","ON","-0.1","14","0.8","17.0","14","-15.0","14","6.0","14",NA,"49.6","14",NA,"0.0","7","","",NA,"307.6","0.0","6152695"
"HAMILTON A","43.174","-79.935","ON","-0.8","0",NA,"17.6","0","-12.3","0","36.4","0",NA,"101.8","0",NA,"","13","",,NA,"582.0","0.0","6153193"
"HAMILTON RBG CS","43.292","-79.908","ON","0.2","0",NA,"19.3","0","-12.6","0","",,NA,"87.3","0",NA,"","11","",,NA,"550.8","0.0","6153301"
"OAKVILLE TWN","43.513","-79.690","ON","0.2","0",NA,"17.5","0","-13.0","0","15.0","0",NA,"63.0","0",NA,"0.0","11","","",NA,"552.4","0.0","6155750"
"OSHAWA","43.923","-78.883","ON","-1.8","4",NA,"13.7","4","-16.8","4","",,NA,"55.5","4",NA,"","7","",,NA,"535.8","0.0","6155875"
"OSHAWA WPCP","43.867","-78.833","ON","-0.1","4","-0.5","13.0","4","-15.0","4","1.0","4",NA,"55.7","4",NA,"0.0","11","","",NA,"489.0","0.0","6155878"
"POINT PETRE (AUT)","43.833","-77.150","ON","-2.6","3",NA,"9.2","2","-16.9","2","",,NA,"87.0","0",NA,"1.0","15","",,NA,"576.9","0.0","6156559"
"MONO CENTRE","44.032","-80.024","ON","-3.1","0",NA,"11.8","0","-18.9","0","",,NA,"60.6","0",NA,"2.0","9","",,NA,"655.5","0.0","6157000"
"TORONTO","43.667","-79.400","ON","",,"","",,"",,"5.0","0","25.0","47.7","0","89.0","0.0","9","","",NA,"","","6158350"
"TORONTO CITY","43.667","-79.400","ON","0.1","1",NA,"14.7","0","-12.5","1","",,NA,"72.4","1",NA,"","11","",,NA,"538.0","0.0","6158355"
"TORONTO CITY CENTRE","43.628","-79.396","ON","-0.7","6",NA,"13.0","6","-12.3","6","",,NA,"67.5","6",NA,"","8","",,NA,"468.0","0.0","6158359"
"TORONTO BUTTONVILLE A","43.861","-79.369","ON","-1.6","1",NA,"14.5","0","-14.9","1","9.9","1",NA,"73.7","1",NA,"0.0","10","",,NA,"586.9","0.0","6158410"
"TORONTO INTL A","43.677","-79.631","ON","-0.5","0",NA,"16.3","0","-13.4","0","6.8","1",NA,"67.6","1",NA,"0.0","10","",,NA,"574.0","0.0","6158731"
"TRENTON A","44.117","-77.533","ON","-2.2","0","-1.5","13.5","0","-17.2","0","17.4","0","73.0","74.9","0","120.0","0.0","12","",,NA,"626.6","0.0","6158875"
"UXBRIDGE WEST","44.098","-79.164","ON","-3.3","4",NA,"14.2","2","-20.0","2","",,NA,"63.0","4",NA,"1.0","9","",,NA,"576.3","0.0","6159123"
"MOUNTAINVIEW","44.052","-77.302","ON","-1.5","0","-1.1","15.5","0","-16.0","0","12.6","0","61.0","64.6","0","102.0","0.0","10","","",NA,"603.1","0.0","615EMR7"
"TORONTO NORTH YORK","43.780","-79.468","ON","-0.6","0",NA,"15.0","0","-15.0","0","9.8","0",NA,"67.8","0",NA,"1.0","12","","",NA,"577.2","0.0","615S001"
"COE HILL","44.923","-77.885","ON","-5.5","1",NA,"9.0","1","-27.0","1","5.4","1",NA,"76.5","1",NA,"0.0","12","","",NA,"705.1","0.0","6161740"
"HALIBURTON 3","45.032","-78.531","ON","-5.5","0","-1.8","9.5","0","-29.5","0","13.6","0","36.0","82.6","0","110.0","10.0","11","","",NA,"729.4","0.0","6163171"
"PETERBOROUGH","44.230","-78.363","ON","-2.9","5",NA,"14.4","5","-17.7","5","",,NA,"51.6","5",NA,"","7","",,NA,"543.6","0.0","6166415"
"PETERBOROUGH TRENT U","44.350","-78.300","ON","-3.2","1",NA,"14.1","1","-19.8","0","",,NA,"73.0","1",NA,"1.0","12","",,NA,"637.1","0.0","6166456"
"SONYA SUNDANCE MEADOWS","44.217","-78.950","ON","",,NA,"",,"",,"14.4","0",NA,"67.2","0",NA,"2.0","11","","",NA,"","","6168100"
"TAPLEY","44.171","-78.501","ON","",,NA,"",,"",,"12.0","0",NA,"58.2","0",NA,"5.0","12","","",NA,"","","6168525"
"BANCROFT AUTO","45.071","-77.879","ON","-6.4","0",NA,"9.1","0","-29.0","0","",,NA,"94.4","0",NA,"1.0","11","",,NA,"756.0","0.0","616I001"
